business_name,address,inspection_date,years_alive
FISH CORNER,6408-6410 N CAMPBELL AVE ,01/25/2012,0
SUNDARBAN'S FISH BAR,6409 N BELL AVE ,11/06/2014,3
SOUL FOOD HEAVEN,641 E 75TH ST ,09/21/2017,0
SHIRLEY SOUL FOOD AND CATERING,641 E 75TH ST ,02/18/2015,1
C'EST SI BON LTD.,641-643 E 47TH ST ,03/09/2012,2
BANDE NAWAZ CAFE,6410 N CAMPBELL ,02/24/2017,0
jaihind restaurant,6410-12 N CLAREMONT AVE ,10/16/2013,0
CHAT HOUSE,6410-12 N CLAREMONT AVE ,10/16/2013,0
GULSHAN ENTERPRISES,6410-12 N CLAREMONT AVE ,07/12/2012,1
FLUFFY TURTLE CAFE INC,6410-12 N CLAREMONT AVE ,12/27/2011,0
MEL'S BIG MOUTH BEEF RESTAURANT,6410-12 N CLAREMONT AVE ,02/22/2010,1
CAFE RENEE,6411 W 63RD ST ,04/04/2012,3
CAFE RENEE INC,6411 W 63RD ST ,12/28/2011,1
Serenity Cafe Inc.,6413 N Kinzua AVE ,03/17/2017,1
Essence Med Spa & Wellness Center,6413 N Kinzua AVE ,11/12/2015,2
Essence Med Spa & Wellness Center,6413 N Kinzua AVE ,08/18/2011,4
NEW HOPE  LUTHERAN SCHOOL,6416 S Washtenaw (2700W) ,10/15/2014,2
NEW HOPE  LUTHERAN SCHOOL,6416 S Washtenaw (2700W) ,12/16/2011,2
RESTAURANT EL SOL DE MEXICO IN,6418 N WESTERN AVE ,09/07/2010,2
HAROLDS CHICKEN #2,6419 S COTTAGE GROVE AVE ,05/13/2015,2
HAROLD'S CHICKEN SHACK #2,6419 S COTTAGE GROVE AVE ,08/29/2012,1
FAMLY DOLLAR STORE #6651,642 E 47TH ST ,05/31/2012,0
MCDONALDS #7069,6420 S CICERO AVE ,12/16/2014,1
ABOUNDANCE OF LOVE DAY CARE,6420-6422 S COTTAGE GROVE AVE ,07/24/2015,2
"M L K GROCERY,INC.",6421 S DR MARTIN LUTHER KING JR DR ,09/30/2015,2
MERMAID FISH & CHICKEN,6421 S DR MARTIN LUTHER KING JR DR ,11/04/2015,0
EDY'S,6421 S DR MARTIN LUTHER KING JR DR ,04/14/2014,1
SWISHER & SWEET II,6421 S DR MARTIN LUTHER KING JR DR ,01/25/2013,0
SICILY PIZZA,6421 S DR MARTIN LUTHER KING JR DR ,05/29/2012,1
ZEENAT  BANQUETS  INC,6424 N WESTERN AVE ,05/02/2011,5
DEVON BANQUETS INC,6424 N WESTERN AVE ,05/02/2011,0
FIFA FOOD MART,6425 S LOWE AVE ,03/14/2014,1
FIFA FOOD & DOLLAR PLUS,6425 S LOWE AVE ,08/30/2010,2
PLUM CATERING INC,6425 W GRAND AVE ,03/13/2014,0
"WESTERN HOST, INC.",644 N LAKE SHORE DR ,09/26/2014,1
DOS RICCO'S,6445 S CICERO AVE ,04/29/2013,4
TAQUERIA CALIFORNIA,6445 S CICERO AVE ,09/07/2012,1
MILESTONES LEARNING ACADEMY INC.,6445 S COTTAGE GROVE AVE ,05/16/2016,1
BUSY BUMBLE BEE ACADEMY,6445 S COTTAGE GROVE AVE ,07/22/2011,0
MONICA'S PIZZA,6448 S PULASKI RD ,04/29/2014,3
TOMAS COFFEE SHOP,6449 N CALIFORNIA AVE ,10/28/2013,0
SUBWAY 3634,6449 N SHERIDAN RD ,01/29/2016,1
GRANNY'S DAYCARE CENTER II,645 W 127TH ST ,07/22/2011,4
SUBWAY,6450 S PULASKI RD ,02/02/2012,0
SUBWAY,6450 S PULASKI RD ,02/02/2012,0
CAFE DESCARTES,6451 N SHERIDAN RD ,11/16/2015,1
STARBUCKS COFFEE #7948,6451 W DIVERSEY AVE ,01/22/2013,3
Jimmy Johns,6451 W DIVERSEY AVE ,01/03/2013,0
NATURAL COUNTRY DELI,6452 N MILWAUKEE AVE ,02/22/2010,1
SERRELLIS FINER FOODS,6454-6460 W NORTH AVE ,05/13/2011,1
SERRELLI'S FOODS,6454-6460 W NORTH AVE ,05/13/2011,0
SERRELLI'S FOODS,6454-6460 W NORTH AVE ,04/05/2011,0
WOODLAWN A.M.E. CHURCH DAYCARE,6456 S EVANS AVE ,06/10/2013,2
CAFE AUSTRIA AND CATERING,646-648 N CICERO AVE ,07/14/2016,1
Red Mango Loyola,6460 N SHERIDAN RD ,11/14/2013,1
MORTON'S STEAKHOUSE-WACKER PLACE,65 E WACKER PL ,08/14/2013,2
THE PIT STOP,65 W 103RD ST ,05/11/2016,1
BLACKFINN AMERIPUB,65 W KINZIE ST ,06/04/2014,3
THE JOYNT,650 N DEARBORN ST ,03/25/2010,4
DUNKIN DONUTS,6500 S KEDZIE AVE ,06/02/2016,2
MARATHON FUEL & MINI MART,6500 S KEDZIE AVE ,07/26/2011,4
"7 SEAS FOOD & MEAT MART, INC",6501 S COTTAGE GROVE AVE ,02/06/2013,0
"FAMILY DISCOUNT & FURNITURE, INC",6501 S COTTAGE GROVE AVE ,05/05/2010,3
"Hermitage Food & Tobacco , Inc.",6501 S HERMITAGE AVE ,07/12/2011,5
GEORGE SUPER TACOS,6501 S KEDZIE ,06/16/2011,1
AYA FOOD MART,6502-6504 S WESTERN AVE ,04/10/2014,2
24/7 CONVENIENT FOOD MART,6502-6504 S WESTERN AVE ,04/10/2014,0
MAXWELL INN,651 W WASHINGTON BLVD ,09/18/2017,0
LAVASH MEDITERRANEAN GRILL,651 W WASHINGTON BLVD ,05/27/2016,1
LAVASH,651 W WASHINGTON BLVD ,03/25/2016,0
EAT FRESH FEEL GOOD,651 W WASHINGTON BLVD ,06/17/2014,2
GRILL N GRIDDLE,651 W WASHINGTON BLVD ,12/09/2014,0
TEENA MIA,651 W WASHINGTON BLVD ,05/23/2012,1
Columbus Restaurant & Bar,651 W WASHINGTON BLVD ,05/23/2012,0
Columbus Restaurant & Bar,651 W WASHINGTON BLVD ,05/23/2012,0
G'S LOUNGE INC,651 W WASHINGTON BLVD ,05/23/2012,0
G'S LOUNGE INC,651 W WASHINGTON BLVD ,05/23/2012,0
The Hidden Lounge,651 W WASHINGTON BLVD ,05/23/2012,0
The Hidden Lounge,651 W WASHINGTON BLVD ,04/08/2011,1
BELLY BUSTERS GRILL INC,6510 S WESTERN AVE ,02/23/2010,5
I-57 RIB HOUSE #5,6514 S WESTERN AVE ,04/06/2018,0
RIB INN INC,6514 S WESTERN AVE ,04/22/2014,1
Mt Ararat DayCare Center,6514-6516 W HIGGINS AVE ,12/10/2015,0
Mt Ararat DayCare Center,6514-6516 W HIGGINS AVE ,12/10/2015,0
MT ARARAT DAYCARE CENTER,6514-6516 W HIGGINS AVE ,12/10/2015,0
MCDONALD'S,6515 S WESTERN AVE ,11/09/2017,0
SARPINO'S PIZZERIA,6526 W NORTH AVE ,05/30/2014,1
GOURMET CORTEZ RESTAURANT,6532 S PULASKI RD ,09/27/2013,1
GELATINAS CRIS,6532 S PULASKI RD ,07/17/2012,1
GELATINAS CRIS,6534 S PULASKI RD ,12/16/2016,0
MCDONALD'S,6536 N SHERIDAN RD ,07/14/2010,3
PALETERIA REINA DE SABORES # 2,6538 N CLARK ST ,04/20/2011,2
LA ESTRELLA,6540 S PULASKI RD ,02/16/2011,2
7-ELEVEN,6540 W BELMONT AVE ,01/23/2014,0
7-ELEVEN,6540 W BELMONT AVE ,10/14/2014,0
7 ELEVEN # 30099M,6540 W BELMONT AVE ,12/12/2013,1
7-ELEVEN,6540 W BELMONT AVE ,12/12/2013,0
TILL,6543 S Champlain (635E) ,09/25/2012,3
SAINT BENEDICT ACADEMY,6547 S STEWART ,06/06/2013,1
ROBINSON'S RIBS,655 W ARMITAGE AVE ,09/29/2016,1
SUBWAY,6555 N CLARK ST ,04/15/2015,2
PITA PIT,6558 N SHERIDAN RD ,01/22/2015,2
TERRY FOOD #2,6558 S ASHLAND AVE ,12/06/2013,0
"CHABLAY'S EXPRESS & CATERING, INC",6558 S WESTERN AVE ,11/05/2015,0
H & M FOOD,6558 S WESTERN AVE ,11/05/2015,0
H & M FOOD,6558 S WESTERN AVE ,11/05/2015,0
"WESTERN'S TASTE OF CHICAGO, INC",6558 S WESTERN AVE ,03/21/2014,1
FADI FOODS,656 N HOMAN AVE ,03/06/2014,2
MCDONALD'S,6560 S STONY ISLAND AVE ,05/05/2015,2
WASEEM FOOD MART,6560 S WESTERN AVE ,01/12/2016,0
H & M FOOD MART,6560 S WESTERN AVE ,09/17/2013,2
"SUNRISE TO SUNSET FOOD MART, INC",6560 S WESTERN AVE ,03/28/2012,1
"SINDIBAD FOOD & DOLLAR PLUS, INC.",6560 S WESTERN AVE ,12/08/2010,0
NEIGHBORHOOD STORE FOOD MART INC.,6560 S WESTERN AVE ,12/01/2010,0
TIGER FOOD MART,6560 S WESTERN AVE ,12/01/2010,0
A & M COMMUNICATIONS,6560 S WESTERN AVE ,12/01/2010,0
NEIGHBORHOOD FOOD MART,6560 S WESTERN AVE ,12/01/2010,0
DJ SUBS,657 1/2 E 75TH ST ,06/26/2014,1
MADISON SUBS & GYROS,657 1/2 E 75TH ST ,05/22/2013,1
STAGES RESTAURANT,657 W 31ST ST ,02/24/2011,2
MAM PRODUCE & MEAT INC,658 E 75th ST ,12/18/2015,1
NEW HONG KONG,658 E 75th ST ,04/27/2011,1
BELLA'S PIZZA,658 N ASHLAND AVE ,01/13/2014,0
JOHN BARLEYCORN MEMORIAL PUB,658 W BELDEN AVE ,10/08/2010,5
J.J. PEPPERS,659 W 31ST ST ,07/10/2014,1
BARNES & NOBLE BOOKSELLERS#1894,659 W DIVERSEY PKWY ,08/03/2011,2
CHICAGO DOWNTOWN FRAMSTAND,66 E RANDOLPH ST ,10/05/2012,1
HILTON GARDEN INN CHICAGO NORTH LOOP,66 E WACKER PL ,03/16/2017,0
HILTON GARDEN INN CHICAGO NORTH LOOP,66 E WACKER PL ,03/16/2017,0
HYATT PLACE CHICAGO DOWNTOWN RIVER NORTH,66 W ILLINOIS ST ,09/18/2015,1
WARREN BARR PAVILION,66 W OAK ST ,11/16/2012,1
ADVOCATE WARREN BARR PAVILION,66 W OAK ST ,04/12/2011,1
IN & OUT MART,6600 S HALSTED ST ,08/14/2017,0
JJ FISH ON 66TH & HALSTED INC,6600 S HALSTED ST ,11/12/2015,1
EL RINCON DE JALISCO,6600 S KEDZIE AVE ,07/13/2012,1
EL ARRIERO CO. INC.,6600 S KEDZIE AVE ,07/13/2012,0
PIE DE LA CUESTA,6600 S KEDZIE AVE ,07/13/2012,0
GORDY'S TACOS & MINI-MART,6600 S KEDZIE AVE ,07/13/2012,0
"EL PRIMO. 1, INC.",6600 S KEDZIE AVE ,10/24/2011,1
TAQUERIA LOS COMPADRES,6600 S KEDZIE AVE ,10/20/2011,0
MAGGIES FOOD,6600 S SANGAMON ST ,06/08/2012,4
WALLY'S MARKET INC,6601 W IRVING PARK RD ,06/30/2011,1
GOLD COAST DOGS,6604 N SHERIDAN RD ,10/12/2017,0
PUJA FOODS & GROCERY,6604 N SHERIDAN RD ,08/23/2013,1
BOpNGRILL,6604 N SHERIDAN RD ,01/14/2013,0
JUST TURKEY RESTAURANT,6606 W NORTH AVE ,12/08/2010,3
WOK THIS WAY RESTAURANT,6607 S CICERO AVE ,01/12/2016,1
WOK THIS WAY RESTAURANT,6607 S CICERO AVE ,02/17/2011,5
RESTAURANTE POLLERIA FINA ESTA #2,6619 N CLARK ST ,01/10/2013,0
S & W SUPPLIES,6621 N CLARK ST ,06/07/2016,1
CHIKIS PIZZA,6621 N CLARK ST ,09/26/2011,5
DOMINICK'S,6623 N DAMEN AVE ,11/30/2012,2
LA BELLA CAFE & INTERNET,6624 N CLARK ST ,05/10/2013,1
AMG FOODS,6627 N CLARK ST ,01/27/2014,3
S & S GROCERIES FOOD,6627 N CLARK ST ,07/22/2014,0
S & S  FOOD ON CLARK,6627 N CLARK ST ,05/26/2011,3
S & S FOOD,6627 N CLARK ST ,05/26/2011,0
VAUGHAN'S,6631-6633 S ASHLAND AVE ,02/22/2013,2
GRANDE NODDLES & SUSHI BAR,6632 N CLARK ST ,05/23/2014,1
GRANDE NOODLES,6632 N CLARK ST ,05/23/2014,0
NHA TRANG RESTAURANT II,6632 N CLARK ST ,06/24/2010,4
FLINTSTONE SMOKEPIT BBQ,6636-6638 S COTTAGE GROVE AVE ,11/14/2011,1
LA ISLAS MARIAS MOLOLOA,6639 N CLARK ST ,10/02/2013,0
KIDDIE CORNER NURSERY SCHOOL,6640 W ARCHER AVE ,07/23/2012,0
BERNIE'S RESTAURANT,6643 S CICERO AVE ,05/29/2014,1
ZACA'S OF MIDWAY,6643 S CICERO AVE ,12/09/2014,0
EL BOMBAZO MEXICAN FOOD,6643 S CICERO AVE ,03/08/2013,0
JAD FAST FOOD,6645 S HALSTED ST ,10/16/2017,0
DRINKS ON ME,6648 S COTTAGE GROVE AVE ,04/16/2013,2
BIG BUNS AND PITA CORPORATION,6649 N CLARK ST ,10/18/2012,1
MIKE'S GRILL,6652 S LANGLEY AVE ,07/13/2016,2
J.B. GEE'S,6652 S LANGLEY AVE ,02/10/2014,0
ELI'S GRAB-N-GO,6652 S LANGLEY AVE ,11/28/2012,2
MASOULEH,6653 N CLARK ST ,03/14/2014,1
KING FISH & WING,6655 S CALIFORNIA AVE ,11/30/2016,0
GOLO,6655 S KEDZIE AVE ,03/16/2016,0
S & S BROTHERS USA INC.,6655 S KEDZIE AVE ,10/06/2011,0
Banneker,6656 S Normal (500W) ,09/03/2013,1
APPLEBEE'S NEIGHBORHOOD GRILL,6656 W GRAND AVE ,08/09/2013,0
LIVEEN 1 GROCERY STORE,6658 N CLARK ST ,01/28/2014,0
LIVEEN GROCERY,6658 N CLARK ST ,01/27/2014,0
CHEF ALFREDO FAST FOOD,6658 S COTTAGE GROVE AVE ,11/30/2015,2
KRISPY KRUNCHY CHICKEN,6659 S WENTWORTH AVE ,09/07/2012,3
SHELL FOOD MART,6659 S WENTWORTH AVE ,09/07/2012,0
S B FOOD MART INC.,6659 S WENTWORTH AVE ,04/06/2011,1
DeLux Bar & Grill,669 N MILWAUKEE AVE ,08/31/2015,1
ARMAND'S PIZZERIA,6694 N NORTHWEST HWY ,10/02/2015,0
Armand's Pizzeria,6694 N NORTHWEST HWY ,04/21/2011,2
"THE CHIPPER, INC.",6694 N NORTHWEST HWY ,12/02/2011,0
SUBWAY OF EDISON  PARK,6694 N NORTHWEST HWY ,12/02/2011,0
SUBWAY,6694 N NORTHWEST HWY ,12/02/2011,0
PIZZERIA BRANDI,67 E CERMAK RD ,03/07/2013,3
PIZZERIA BRANDI,67 E CERMAK RD ,02/14/2012,0
MICHAEL DIVERSEY'S,670 W DIVERSEY PKWY ,06/14/2011,4
CITGO GAS,6700 S ASHLAND AVE ,04/26/2013,0
67TH CITGO,6700 S ASHLAND AVE ,04/18/2013,0
CITGO GAS,6700 S ASHLAND AVE ,05/12/2010,3
CITGO FUEL & MINI MART,6700 S COTTAGE GROVE AVE ,07/09/2015,3
CITGO FUEL & MINI MART,6700 S COTTAGE GROVE AVE ,07/02/2015,0
AUTUMN GREEN AT MIDWAY VILLAGE,6700 S KEATING AVE ,12/12/2016,1
PIZZA HUT 317253,6700 S STONY ISLAND AVE ,01/30/2015,1
PIZZA HUT,6700 S STONY ISLAND AVE ,10/08/2014,1
SEE THRU CHINESE KITCHEN INC,6700 S STONY ISLAND AVE ,11/25/2013,1
CITGO,6700-6718 S JEFFERY BLVD ,08/21/2013,0
AVALON CAFE INC.,6701 N OLMSTED AVE ,05/21/2012,1
THE ORIGINAL MK FAST FOOD,6701 S DAMEN AVE ,04/26/2016,0
BIG BUBA'S FINE STEAK & LEMONADE GROUP,6701 S DAMEN AVE ,02/16/2011,2
LITTLE ANGELS FAMILY DAYCARE,6701 S EMERALD AVE ,08/07/2012,0
AMOCO OIL COMPANY,6701 S JEFFERY BLVD ,05/05/2015,0
ISLAND FISH AND CHICKEN,6701 S RACINE AVE ,11/23/2015,1
ISLAND FISH & CHICKEN,6701 S RACINE AVE ,08/13/2012,3
SAVE-A-LOT #883,6701 S WESTERN AVE ,02/27/2014,2
Supermercado El Mexicano,6701-6703 N CLARK ST ,02/07/2012,1
SUPERMERCADO EL MEXICANO,6701-6703 N CLARK ST ,09/14/2010,2
MY LITTLE ROME,6706 W BELMONT AVE ,05/10/2016,1
TAQUERIA Y TAMALERIA GUERRERENCE,6706 W BELMONT AVE ,12/17/2015,1
TONY AND MILLIES ITALIAN ICE BAR,6709 N OLMSTED AVE ,07/27/2015,2
RACINE MINI MART,6709 S RACINE AVE ,10/14/2010,2
CONCA D'ORO BAKERY,6710 N NORTHWEST HWY ,11/15/2011,6
EL PUEBLITO,6712 N CLARK ST ,01/19/2016,0
EL PUEBLITO,6712 N CLARK ST ,04/07/2016,0
EL PUEBLITO #1,6712 N CLARK ST ,11/12/2013,0
EL PUEBLO 5,6712 N CLARK ST ,04/09/2012,1
FERAJNA RESTAURANT,6714-6718 W BELMONT AVE ,06/16/2016,1
SHARMA GROCERY INC,6718 N CLARK ST ,01/27/2014,1
BIRRIERIA DE LA TORRE,6724-6726 S PULASKI RD ,03/16/2010,6
MORETTI'S,6727 N OLMSTED AVE ,05/05/2010,4
MARIA HIGH SCHOOL,6727 S CALIFORNIA AVE ,12/18/2012,1
PAPA ROMEO'S PIZZA,6730 N CLARK ST ,11/15/2013,2
PAPA ROMEO'S PIZZA,6730 N CLARK ST ,11/15/2013,0
NAM VIET RESTURANT INC,6731 N NORTHWEST HWY ,05/03/2012,0
Snuggery Pub,6733 N OLMSTED AVE ,04/29/2013,1
BASTA PASTA - RED PEPER INC,6733 N OLMSTED AVE ,01/05/2012,1
PAUL & DAVIDS GROCERY,6740 N CALIFORNIA AVE ,06/30/2017,0
MCDONALD'S II,6740 N CLARK ST ,04/29/2015,2
Davis M. Academy,6740 S PAULINA ,09/20/2011,2
RICE THAI CAFE,6744 N SHERIDAN RD ,04/29/2016,1
RICE THAI CAFE,6744 N SHERIDAN RD ,09/03/2014,0
"GALAXY CITGO GAS AND FOOD, INC.",6747 W IRVING PARK RD ,07/30/2013,0
PALETERIA Y NEVERIA EL A WUELO INC.,6748 1/2 W DIVERSEY AVE ,03/03/2015,1
NEVERIA Y PALETERIA LA SOL-IS CO.,6748 1/2 W DIVERSEY AVE ,05/07/2014,1
TROPICAL SHAKES,6748 1/2 W DIVERSEY AVE ,06/07/2012,1
PALETERIA Y NEVERIA EL A WUELO INC.,6748 W DIVERSEY AVE ,01/22/2014,2
La Esquinita,6748 W DIVERSEY AVE ,06/07/2012,2
PITZAFERRO INC,6755 W DIVERSEY AVE ,08/30/2012,2
BLUE FROG,676 N LA SALLE DR ,11/30/2015,1
TRU,676 N ST CLAIR ST ,05/03/2017,0
"LA-BONITA FOOD MART, INC.",6761 N CLARK ST ,05/30/2014,0
"CLARK FOOD & CIGARETTES INC.,",6761 N CLARK ST BLDG ,06/25/2010,4
PANINI PANINI INC,6764 N SHERIDAN RD ,07/03/2013,0
PANINI,6764 N SHERIDAN RD ,07/03/2013,0
ZAND CAFE,6764 N SHERIDAN RD ,06/11/2012,1
STARBUCKS COFFEE #2230,68 E MADISON ST ,06/11/2014,3
TREASURE ISLAND FOODS,680 N LAKE SHORE DR ,11/10/2015,1
CAFE DESCARTES COMPANY,680 N LAKE SHORE DR ,11/10/2015,0
BISTRO PACIFIC RESTAURANT,680 N LAKE SHORE DR ,01/30/2014,1
THE ITALIAN COFFEE BAR,680 N LAKE SHORE DR ,02/04/2014,0
"CAFE' DESCARTES COMPANY,'",680 N LAKE SHORE DR ,10/18/2011,1
CIAO BELLA CAFE,6800 N SHERIDAN RD ,03/26/2013,1
PILLARS SOCIAL CAFE,6800 N SHERIDAN RD ,07/05/2013,0
HAY'S FOOD MART,6800 S DAMEN AVE ,05/10/2012,1
7-ELEVEN #33921B,6800 W NORTH AVE ,02/04/2014,0
PHILLY'S BEST,6800-6806 N SHERIDAN RD ,05/18/2016,1
7-ELEVEN,6801 N SHERIDAN RD ,08/02/2012,0
7 ELEVEN #33809J,6801 N Sheridan RD ,08/01/2012,0
HANA RESTAURANT,6803 N SHERIDAN RD ,09/29/2015,0
LOYOLA BENTO EXPRESS,6803 N SHERIDAN RD ,07/08/2015,0
HANA SUSHI AND EXPRESS,6803 N SHERIDAN RD ,04/01/2014,0
HANA RESTAURANT,6803 N SHERIDAN RD ,11/07/2013,0
MANDARIN RESTAURANT,6803 N SHERIDAN RD ,06/13/2011,0
ANDY'S GYROS INC,6808 N SHERIDAN RD ,12/08/2010,3
CAKE BROS BAKERY,6808 W NORTH AVE ,01/24/2014,3
CHOP SUEY WOK,6812 S WESTERN AVE ,10/22/2012,0
Smokin M's.,6814 W NORTH AVE ,07/31/2012,3
"THE JERK GRILL, LLC",6814 W NORTH AVE ,12/06/2011,1
ELBRUS RESTAURANT,6818 W NORTH AVE ,06/10/2015,1
MY MOTHER'S KITCHEN,6818 W NORTH AVE ,03/12/2014,1
FLAVOR,6818 W NORTH AVE ,03/12/2014,0
DESERT CAFE,6818 W NORTH AVE ,10/29/2012,2
CAFE LAGUARDIA WEST,6818 W NORTH AVE ,10/04/2011,1
DOMINOS PIZZA,6832 W ARCHER AVE ,01/31/2012,0
CHEF'S WOK & POLAR BEAR,6832 W ARCHER AVE ,01/31/2012,0
EL PATRON MEXICAN GRILL,6832 W ARCHER AVE ,11/09/2011,1
PARK PLAZA RETIREMENT CENTER,6840 N SACRAMENTO AVE ,05/19/2010,1
"SHOP 4 LESS STORE, INC",6848 S ASHLAND AVE ,11/05/2015,2
TOP GROCERY #2,6848 S ASHLAND AVE ,02/23/2011,4
FAT ALBERT,6854 S ASHLAND AVE ,04/05/2011,1
SAVE-A-LOT #885,6858 S ABERDEEN ST ,09/13/2012,1
O K SUPER FOOD MART INC,6858 S ABERDEEN ST ,02/18/2011,1
OK FOOD,6858 S ABERDEEN ST ,02/07/2011,0
HOMIES KITCHEN,6859 S LOOMIS BLVD ,06/10/2010,2
MC DONALD'S,6900 N WESTERN AVE ,07/31/2013,2
BURGER KING #11297,6900 S HALSTED ST ,09/18/2013,2
"BURGER KING #11297, INC.",6900 S HALSTED ST ,09/18/2013,0
BURGER KING #,6900 S HALSTED ST ,09/18/2013,0
BURGER KING #11297,6900 S HALSTED ST ,09/18/2013,0
BURGER KING  #11297,6900 S HALSTED ST ,03/20/2012,1
MCDONALD'S,6900 S LAFAYETTE AVE ,09/15/2017,0
MCDONALDS,6900 S LAFAYETTE AVE ,07/30/2012,0
MCDONALD'S,6900 S LAFAYETTE AVE ,02/29/2012,0
PETE BOY'S,6900 S WESTERN AVE ,10/29/2012,2
PETE BOY'S,6900 S WESTERN AVE ,10/29/2012,0
PETIE BOYS SNACK SHOP,6900 S WESTERN AVE ,02/18/2011,1
69 FOOD MART INC,6901 S HALSTED ST ,10/14/2015,2
"SWISHER & SWEET III, INC.",6901 S HALSTED ST ,12/05/2014,1
ECONOMY FOOD & LIQUORS INC,6901 S HALSTED ST ,09/13/2011,0
FONDA DONA CHIO,6906 N CLARK ST ,05/08/2014,3
ANTOJITOS MEXICANOS,6906 N CLARK ST ,05/02/2014,0
SUPER MERCADO CARRETA,6908-10 N CLARK ST ,04/08/2016,1
THE RED CANARY,691-695 N MILWAUKEE AVE ,05/23/2012,1
THE RED CANARY,691-695 N MILWAUKEE AVE ,09/28/2010,2
SUBWAY,6920 S ASHLAND AVE ,04/16/2014,2
PIZZA4U,6920 S ASHLAND AVE ,03/18/2013,0
KIDDIE CITY ACADEMY LLC,6921 N RIDGE BLVD ,08/22/2016,1
PANDA MONTESSORI ACADEMY,6921 N RIDGE BLVD ,11/03/2015,0
GUISADOS Y MAS,6922 N CLARK ST ,02/28/2017,0
LA CAZUELA RESTAURANT,6922 N CLARK ST ,09/21/2016,1
GLADYS,6922 S STONY ISLAND AVE ,09/27/2013,0
MS.  MINNIES SOUL SEAFOOD,6922 S STONY ISLAND AVE ,12/30/2010,3
FAHRENHEIT RESTAURANT INC.,6924 N clark BLDG ,05/28/2010,2
EL CISNE,6924 W DIVERSEY AVE ,02/08/2010,4
EASY EASY FAST FOOD,6924 W GRAND AVE ,10/10/2013,1
TANINOS PIZZA,6924 W GRAND AVE ,10/26/2012,1
PIZZARO'S,6924 W GRAND AVE ,05/10/2010,2
SWEET PEA CATERING II,6930 N GLENWOOD AVE ,07/12/2013,1
LEONA'S PIZZERIA,6935 N SHERIDAN RD ,02/07/2014,1
SEASHELL FISH & CHICKEN,6940 S ASHLAND AVE ,07/28/2015,0
SEASHELL RESTAURANT,6940 S ASHLAND AVE ,06/15/2011,1
MANGIA PIZZA,6944 W BELMONT AVE ,08/01/2012,1
MANGIA PIZZERIA INC,6944 W BELMONT AVE ,08/01/2012,0
MANGIA PIZZA,6944 W BELMONT AVE ,08/01/2012,0
IL FORNELLO,6944 W BELMONT AVE ,10/06/2010,2
FAMILY LOUNGE,6946 S RACINE AVE ,05/01/2012,0
BBQ SUPPLY,6948 N WESTERN AVE ,05/26/2017,0
BURGER KING #14476,6950 S PULASKI RD ,12/18/2014,1
Wentworth,6950 S Sangamon (932W) ,03/18/2013,1
TAQUERIA EL DORADO,6952 N CLARK ST ,11/29/2016,1
POLLO FRITO,6952 N CLARK ST ,05/22/2014,0
AMY SUBS,6952 N CLARK ST ,05/22/2014,0
A-1 SANDWICH SHOP INC,6952 N CLARK ST ,05/22/2014,0
TAQUERIA CIELITO LINDO,6952 N CLARK ST ,12/18/2014,0
LA CALANDRIA,6952 N CLARK ST ,11/05/2012,2
CAFE MONTENEGRO,6954 N WESTERN AVE ,01/23/2013,0
DLD  CAFE  &  GRILL,6954 N WESTERN AVE ,01/14/2013,0
CAFE MONTENEGRO,6954 N WESTERN AVE ,01/14/2013,0
CAFE MONTENEGRO,6954 N WESTERN AVE ,01/26/2012,1
NEW FUE CITY,6954 W NORTH AVE ,03/18/2014,1
KING GARDEN RESTAURANT,6954-6956 W NORTH AVE ,03/27/2017,0
MULAN'S KITCHEN,6954-6956 W NORTH AVE ,08/24/2016,1
KING GARDEN,6954-6956 W NORTH AVE ,12/29/2014,2
THE BITING IRISH,6955 W ARCHER AVE ,03/25/2013,2
PAPA SMILES ICE CREAM PARLOUR,6955 W ARCHER AVE ,09/20/2012,1
A & M ZAKIR GROUP INC.,6958 N WESTERN AVE ,02/09/2012,0
"GOODIES, INC..",6958 S WENTWORTH AVE ,09/07/2012,2
EVANS CORNER,6958 S WENTWORTH AVE ,09/22/2010,2
MS EGGROLL #2 INC,6966 N GLENWOOD AVE ,06/11/2012,0
MS EGGROLL #2 STAR INC.,6966 N GLENWOOD AVE ,06/08/2012,0
SPARACINO RISTORANTE,6966 W NORTH AVE ,05/02/2014,0
NO EXIT CAFE,6970-6972 N GLENWOOD AVE ,11/12/2013,0
THE GROWLING RABBIT A CAFE,6977-6981 N SHERIDAN RD ,06/24/2015,2
XTREME RESTAURANT,6978 W NORTH AVE ,10/30/2012,0
ENNUI,6981 N SHERIDAN RD ,07/25/2011,0
WENDY'S,7 E 111TH ST ,03/05/2014,0
LINCOLN ROSELAND HEAD START,7 E 119TH ST ,11/27/2012,3
KAM CHOP SUEY,7 E 83RD ST ,01/17/2014,2
KENTUCKY FRIED CHICKEN 521054,7 E GARFIELD BLVD ,12/27/2016,0
McDONALD'S,70 E GARFIELD BLVD ,09/07/2017,0
QUIZNOS SUB,70 E MADISON ST ,04/06/2012,2
COPPERFIELD'S MARKET,70 W HURON ST ,11/21/2013,0
ROSEBUD THEATRE DISTRICT,70 W MADISON ST ,06/16/2016,1
Madison Street Cafe,70 W MADISON ST ,12/29/2014,2
PLAZA THREE CORP,70 W MADISON ST ,11/21/2014,0
MAXWELL GRILL PLUS,700 E 100TH PL ,06/04/2015,1
