business_name,address,inspection_date,years_alive
LAS ASADAS,3834 W 47TH ST ,09/08/2010,0
LAS ASADAS,3834 W 47TH ST ,09/01/2010,0
LA MEZCALERA,3835 W 31ST ST ,05/04/2011,2
METAL HAVEN GRILL,3835 W FULLERTON AVE ,05/22/2017,0
METAL HAVEN GRILL,3835 W FULLERTON AVE ,05/22/2017,0
SUPER JALAPENO GRILL INC.,3835 W FULLERTON AVE ,04/20/2016,0
"PEREJIL RESTAURANT, INC.",3835 W FULLERTON AVE ,10/22/2012,2
PALERMO CALCIO CAFE,3838 N HARLEM AVE ,01/17/2012,1
"CAFE SPORTIVO,INC",3838 N HARLEM AVE ,09/15/2011,1
CLUB ROSA NERO PALERMO,3838 N HARLEM AVE ,09/08/2011,0
CARNITAS DON MIGUEL,3838 W GRAND AVE ,02/13/2013,2
EL OASIS GRILL,3838 W GRAND AVE ,01/03/2013,0
DAILY FOOD MARKET INC,3839 W AUGUSTA BLVD ,11/18/2014,1
"A & H TOWN,INC",3839 W AUGUSTA BLVD ,11/18/2014,0
SOBBA FOOD MART,3839 W AUGUSTA BLVD ,11/18/2014,0
TRIPLE S FOOD MART INC,3839 W AUGUSTA BLVD ,05/17/2013,1
H TOWN FOOD MART INC.,3839 W AUGUSTA BLVD ,05/13/2013,0
TAQUERIA LA PLAYITA,3839 W GRAND AVE ,06/18/2012,2
STARBUCKS COFFEE #2335,3845 N BROADWAY ,09/11/2015,2
TEDDY'S GRILL,3847 S MORGAN ST ,03/24/2014,2
TEDDY'S RESTAURANT,3847 S MORGAN ST ,03/24/2014,0
V AND V,3847 S MORGAN ST ,03/24/2014,0
NANYS PLACE,3847 S MORGAN ST ,07/03/2012,2
P J'S BREWERY,3848 N HARLEM AVE ,10/10/2017,0
FRUTERIA GUAYAUITOS #2,3849 S KEDZIE AVE ,09/21/2010,0
NATYS PIZZA 26,3849 W 26TH ST ,05/11/2012,2
CITY SUBMARINE INC.,3849 W MADISON ST ,12/19/2016,1
BEDOLLA FOODS,3850 W NORTH AVE ,01/22/2013,0
BEDOLLA FOODS,3850 W NORTH AVE ,01/03/2013,0
FOOD XPRESS,3851 S MICHIGAN AVE ,03/02/2012,4
MID TOWN FOODS,3855 W DIVISION ST ,05/14/2013,0
MACHU PICCHU RESTAURANT,3856 N ASHLAND AVE ,06/10/2014,1
TIO LUIS TACOS INC.,3856 S ARCHER AVE ,02/03/2016,1
EL VENENO DE LA VILLITA,3857 W 26TH ST ,03/07/2017,0
"OH, MARI RESTAURANT",3857 W 26TH ST ,04/25/2014,1
MARISCO'S EL NUEVO VALLARTA #2,3857 W 26TH ST ,09/23/2011,3
MARISCOS LOS VEREROS RESTAURANT,3857 W 26TH ST ,09/21/2011,0
"WESTSIDE FOOD & MEAT MARKET,INC.",3857 W MADISON ST ,07/12/2012,4
"SAFARI FOOD MART,  INC.",3857 W MADISON ST ,07/12/2012,0
LA CONCHA,3858 S CALIFORNIA AVE ,09/23/2011,5
TAMALES GARIBAY,3859 N KEDZIE AVE ,10/17/2014,2
FASANO'S  HOT  DOGS,3859 N KEDZIE AVE ,11/19/2010,1
WOKSTATION,39 N WELLS ST ,10/28/2016,1
NAMO RESTAURANT,3900 N LINCOLN AVE ,03/21/2014,2
JALAPENO SABROSO,3900 N LINCOLN AVE ,02/27/2012,0
FOREVER THAI,3900 N LINCOLN AVE ,02/23/2012,0
"CHICAGO INDOOR SPORTS, LLC",3900 S ASHLAND AVE ,08/11/2015,0
CINCO HERMANAS,3900 W 31ST ST ,07/26/2012,0
FAMILY DOLLAR #1732,3900 W MADISON ST ,11/03/2011,0
CICS NORTHTOWN ACADEMY,3900 W PETERSON ,08/29/2014,3
CHA CHA'S RESTAURANT,3900-3906 S WESTERN AVE ,10/25/2012,1
ABC DOLLAR PLUS,3901 N KEDZIE AVE ,04/12/2012,2
KIDWATCH PLUS INC,3901 N RIDGEWAY AVE ,06/05/2015,1
NEW HAPPY CHOP SUEY,3901 S CALIFORNIA AVE ,09/19/2011,2
QUICK BITE,3901 S DR MARTIN LUTHER KING JR DR ,11/09/2015,0
PEARL'S PLACE,3901 S MICHIGAN AVE ,07/23/2015,1
Canteen @ Dawson Tech Outtakes,3901 S STATE ST ,02/27/2012,2
GILHOOLEY'S,3901 W 103RD ST ,05/26/2016,1
GILHOOLEY'S GRANDE SALOON,3901 W 103RD ST ,11/07/2014,2
PARAD-ICE ON FULLERTON,3901 W FULLERTON AVE ,05/10/2013,2
LA MONARCA,3901 W FULLERTON AVE ,05/08/2013,0
EXPRESS FOOD AND LIQUOR,3904 S WENTWORTH AVE ,11/22/2016,0
EXPRESS FOOD AND LIQUOR,3904 S WENTWORTH AVE ,08/25/2014,2
SUBWAY,3905 S ARCHER AVE ,09/10/2015,2
ASI ES COLOMBIA INC,3908-3910 N LINCOLN AVE ,08/21/2013,1
"PIZZA RUSTICA, INC",3908-3910 N SHERIDAN RD ,01/24/2012,6
TAQUERIA LA PEQUENA LIMI,3910 W NORTH AVE ,03/05/2013,0
TAQUERIA LA PALMA,3910 W NORTH AVE ,06/12/2012,1
OH FUSION THAI & SUSHI BAR,3911 N SHERIDAN RD ,10/21/2015,2
FLO-CLAR'S,3911 W CHICAGO AVE ,09/29/2014,1
"WEST CHICAGO FAST FOOD, INC",3911 W CHICAGO AVE ,10/03/2014,0
QUIMA,39111/2 W 26TH ST ,05/09/2011,2
LOT'S OF LOVE ACADEMY,3912 W 71ST ST ,03/18/2010,1
VOPS LLC,3913 N SHERIDAN RD ,05/29/2012,2
"PIZZA RUSTICA, INC",3913 N SHERIDAN RD ,06/14/2010,2
NEVERIA LA OAXAQUENA,3914 W 71ST ST ,03/23/2017,0
LAWRENCE FISH MARKET,3914 W LAWRENCE AVE ,07/22/2013,2
Crepe Town,3915 N SHERIDAN RD ,03/10/2014,3
Rick's Cafe-Casablanca,3915 N SHERIDAN RD ,07/27/2012,0
"SYS HAPPY LAND CHILD DAYCARE CENTER, INC.",3915-3917 S KEDZIE AVE ,07/31/2014,2
WELCOME MINI MART,3920 N CICERO AVE ,08/31/2010,3
EXPRESS CAFE,3924 W DIVERSEY AVE ,01/07/2016,1
LATIN CORNER RESTAURANT,3924 W DIVERSEY AVE ,07/24/2015,1
EL SABOR PIZZERIA AND ROASTED CHICKEN,3924 W DIVERSEY AVE ,07/23/2015,0
FOUR BROTHERS MEXICAN RESTAURANT,3924 W DIVERSEY AVE ,01/17/2012,1
DON P DRO,3924 W DIVERSEY AVE ,01/10/2012,0
HANAMI,3925 N LINCOLN AVE ,03/14/2016,0
T-SPOT SUSHI AND TEA BAR,3925 N LINCOLN AVE ,07/02/2012,0
CHICAGO MINI MART,3925 W CHICAGO AVE ,09/21/2016,1
"Chicago Ave. Grocery, Inc",3925 W CHICAGO AVE ,11/05/2012,3
M & A FOOD & LIQUORS,3925 W CHICAGO AVE ,10/04/2012,0
KFC,3927 N HARLEM AVE ,01/27/2017,1
KFC,3927 N HARLEM AVE ,10/23/2017,0
POCKETS,3927 W BELMONT AVE ,01/27/2012,3
TAC QUICK,3928-30 N SHERIDAN RD ,09/06/2012,4
HARDING GROCERY,3929 W GRAND AVE ,01/26/2015,2
"IN & OUT  GROCERY,INC.",3929 W GRAND AVE ,06/04/2012,3
SIX CORNERS BISTRO,3930 N CICERO AVE ,09/04/2015,1
DUDLEY'S DOG HOUSE,3930 W MONTROSE AVE ,10/11/2013,2
MURPH'S HOT DOG,3930 W MONTROSE AVE ,09/09/2011,2
LEONA'S,3931 S LEAVITT ST ,10/11/2011,4
MONTSE'S FOOD MARKET,3932 N ASHLAND AVE ,07/02/2010,4
SPECIAL KUDO,3933 N BROADWAY ,12/06/2017,0
SPECIAL KUDO,3933 N BROADWAY ,10/04/2016,1
"BETHLEHEM PITA & GRILL, INC.",3933 N BROADWAY ,06/25/2014,2
MOBIL MART,3935 S ARCHER AVE ,03/30/2015,1
MOBIL GAS,3935 S ARCHER AVE ,04/09/2013,2
"HSS PETRO , INC.",3935 S ARCHER AVE ,04/09/2013,0
"CAR ON THE  ROAD, INC.",3935 S ARCHER AVE ,05/17/2011,2
EL MEXICANO,3935 S CALIFORNIA AVE ,05/04/2012,0
"PLAYA ESCONDIDA RESTAURANT, INC.",3938 N CICERO AVE ,05/08/2013,1
MIS PERLAS,3938 N CICERO AVE ,04/04/2011,0
TAQUERIA EL RANCHITO,3938 N CICERO AVE ,10/07/2010,1
"AL FOOD MART, INC",3938 W NORTH AVE ,11/30/2012,2
TACO & BURRITO HOUSE,3939 N BROADWAY ,02/11/2010,3
DIVISION SWEET TOOTH,3939 W DIVISION ST ,11/07/2014,2
AL DENTE RESTAURANT INC,3939 W IRVING PARK RD ,06/08/2011,2
PEPE'S EXPRESS,3939 W OGDEN AVE ,09/28/2010,0
PEPE'S MEXICAN RESTAURANT,3939 W OGDEN AVE ,09/28/2010,0
SAVE-A-LOT  # 866,3939 W OGDEN AVE ,09/28/2010,0
MELAO LATIN CUISINE INC.,3941 N LINCOLN AVE ,03/13/2018,0
EL LLANO RESTAURANT INC #2,3941 N LINCOLN AVE ,04/15/2010,2
HOT DOG CENTRAL,3944 N CENTRAL AVE ,05/19/2014,2
HOT DOG CENTRAL,3944 N CENTRAL AVE ,04/08/2013,1
BABY BABA,3944 W CHICAGO AVE ,11/17/2014,1
JR J J FISH-CHICKEN & MORE,3944 W CHICAGO AVE ,09/09/2014,0
QUICK MINI MART & CELLULAR,3944 W CHICAGO AVE ,02/08/2012,2
"MR J & J FISH & CHICKEN, INC.",3944 W CHICAGO AVE ,02/06/2012,0
CHICAGO SUBS AT SIX CORNERS,3945 N CICERO AVE ,11/15/2012,2
EL MOLINO TAQUERIA,3945 W 31ST ST ,07/07/2010,2
PAPA CHAN ASIAN  CUISINE,3946 W CERMAK RD ,07/19/2010,1
Los Caminos De Michoacan,3948 N SHERIDAN RD ,02/18/2014,2
J J FISH & CHICKEN,3948 W CERMAK RD ,01/13/2014,2
STARVEE'S,3951 W LAWRENCE AVE ,09/01/2015,2
KABOB TENUR,3951 W LAWRENCE AVE ,04/18/2014,1
KABOB TENUR,3951 W LAWRENCE AVE ,04/15/2011,3
KABOB,3951 W LAWRENCE AVE ,04/15/2011,0
BABIL KABOB HOUSE,3951 W LAWRENCE AVE ,04/15/2011,0
WOK EXPRESS,3951 W LAWRENCE AVE ,09/28/2010,1
Lakeview Subway,3952 N ASHLAND AVE ,01/15/2010,4
PETITE PITA,3952 N SHERIDAN RD ,05/18/2015,1
BIBIM BOWL,3952 N SHERIDAN RD ,03/29/2012,1
RICHARD'S PLACE,3952 W 16TH ST ,07/28/2010,3
RICHARD'S PLACE,3952 W 16TH ST ,07/28/2010,0
RICHARD'S PLACE,3952 W 16TH ST ,07/23/2010,0
FOOD EMPIRE,3952 W MONROE ST ,04/26/2012,5
FOOD EMPIRE,3952 W MONROE ST ,06/07/2011,1
"HOOK FISH & CHICKEN ON MADISON, INC.",3952 W MONROE ST ,01/06/2010,0
BURGER KING #12371,3953 W CHICAGO AVE ,05/09/2013,2
BURGER KING #12371,3953 W CHICAGO AVE ,05/09/2013,0
FULLERTON PULASKI INCORPORATED,3953-3959 W FULLERTON AVE ,10/03/2011,2
"ANO FOOD MART, INC.",3954 W 16TH ST ,03/23/2015,1
ALL N ONE FOOD MART,3954 W 16TH ST ,10/29/2014,1
GOLDEN GATE FOOD MARKET,3954 W 16TH ST ,03/04/2011,0
NANO SUSHI,3955 N BROADWAY ,03/27/2012,2
TACO DEL MAR,3955 N BROADWAY ,03/27/2012,0
ZESTY BITES,3955 N BROADWAY ,07/07/2011,1
LA JAIBA,3956 W 63RD ST ,06/13/2016,1
"PIZZA GIORNOS, INC.",3956 W 63RD ST ,01/31/2014,1
PIZZA GIORNOS,3956 W 63RD ST ,01/30/2014,0
PASTELERIA EL NUEVO MUNDO,3956 W 63RD ST ,11/06/2012,1
PANADERIA DON JUAN,3956 W 63RD ST ,10/07/2011,0
PANADERIA DON JUAN,3956 W 63RD ST ,10/07/2011,0
"BLOOMING CHILDREN'S ACADEMY, LLC",3956 W GRAND AVE ,10/25/2016,1
DAILY FOOD & LIQUOR INC,3958 W ARTHINGTON ST ,03/15/2013,2
CERMAK & PULASKI FOODS,3958 W CERMAK RD ,04/22/2013,0
C. C. C. FOOD MART,3958 W CERMAK RD ,07/09/2010,0
WHITE BIRD GROCERY INC,3958 W CERMAK RD ,07/09/2010,0
"WINDY CITY MINI MART, INC.",3958 W GRAND AVE ,05/08/2013,0
LA LAS PIZZA AND WINGS INC.,3958 W MONROE ST ,05/17/2012,0
GOLDEN HOOKS FISH & CHICKEN,3958 W MONROE ST ,05/17/2012,0
GOLDEN HOOKS FISH & CHICAGO,3958 W MONROE ST ,07/22/2010,1
PIONEER,3959 W ARMITAGE AVE ,10/23/2014,0
FULLERTON PULASKI SHELL,3959 W FULLERTON AVE ,10/03/2011,3
SAY CHEEZZZZZ,3959 W HARRISON ST ,02/16/2011,3
TONY'S SUB,3959 W HARRISON ST ,11/15/2010,1
FAMILY DISCOUNT & GROCERY,3959 W LAWRENCE AVE ,02/27/2012,3
IRVING & PULASKI MARATHON,3960 W IRVING PARK RD ,08/16/2010,2
TOP DOG II,3961 W IRVING PARK RD ,03/22/2012,4
PULASKI GRILL,3961 W IRVING PARK RD ,05/27/2011,1
MADINA FOOD MART,3968-3980 W COLUMBUS AVE ,02/02/2012,1
K & K JUICE BAR,3970 N MILWAUKEE AVE ,07/11/2013,1
BALLY TOTAL FITNESS CORPORATION,3970 N MILWAUKEE AVE ,08/03/2012,1
CITY FOOD MART,3972 W COLUMBUS AVE ,12/02/2011,1
JAYS SNACK,3973 W MADISON ST ,01/04/2011,3
BILLY'S PIZZA KING,4 W 55TH ST ,07/25/2011,2
7-ELEVEN # 37622A,4 W JACKSON BLVD ,05/17/2016,1
HOMEWOOD SUITES HOTEL,40 E GRAND AVE ,01/06/2015,1
HOMEWOOD SUITES HOTEL,40 E GRAND AVE ,10/24/2013,2
Chicago Homewood Suites,40 E GRAND AVE ,10/24/2013,0
GREEN DISCOUNT,400 E 103RD ST ,06/20/2014,0
"KING SUPERMARKET, INC",400 E 41ST ST ,05/14/2013,2
S & K FOOD MART & RESTAURANT,400 E 61ST ST ,03/11/2015,0
CHARLES FAST FOOD,400 E 63RD ST ,07/15/2015,1
JNB SUB,400 E 63RD ST ,07/07/2015,0
FIVE STARS FOOD MART,400 E 71st ST ,07/01/2015,0
CHURCH'S CHICKEN # 610,400 E 87TH ST ,08/28/2013,4
YASIR AMOCO,400 E 95TH ST ,12/23/2015,0
95TH & KING DR AMOCO,400 E 95TH ST ,08/06/2012,0
CHEF FREDY,400 N NOBLE ST ,09/28/2011,4
State Street Pizza Company,400 N STATE ST ,10/17/2013,0
SKRINECHOPS,400 S FINANCIAL PL ,02/27/2015,1
LOOP PIZZA,400 S FINANCIAL PL ,01/27/2014,1
SKRINECHOPS,400 S FINANCIAL PL ,09/04/2012,2
FINKLS WORLD FAMOUS DELI,400 S FINANCIAL PL ,07/19/2011,1
TRADER MIKE,400 S Financial PL ,09/04/2012,1
Nicola's Pizzeria,400 S Financial PL ,12/14/2011,1
HALSTED STREET DELI,400 S LA SALLE ST ,09/19/2013,0
HALSTED STREET DELI,400 S LA SALLE ST ,09/13/2013,0
HALSTED STREET DELI & CAFE INC,400 S LA SALLE ST ,09/04/2012,1
"CAL'S 400 LIQUORS, INC.",400 S WELLS ST ,02/24/2017,0
BLOCKBUSTER VIDEO #17393,400 W DIVISION ST ,11/20/2014,1
RED SNAPPER FISH & CHICKEN,400-404 E 83RD ST ,11/17/2015,0
Holiday Club,4000 N SHERIDAN RD ,06/30/2010,4
MOBIL,4000 N WESTERN AVE ,05/20/2013,0
IRVING & WESTERN MOBIL,4000 N WESTERN AVE ,08/06/2010,3
LA PESCA,4000 W 40TH ST ,03/19/2012,3
IRVING PULASKI SHELL STATION,4000-4010 W IRVING PARK RD ,09/07/2011,2
ARNOLD DE MAR,4001 N BROADWAY ,02/11/2010,3
"M. L. K.  FOOD MART, INC.",4001 W ADAMS ST ,11/04/2013,1
ADAMS FOOD MARKET,4001 W ADAMS ST ,05/21/2010,0
JERK TACO MAN,4001 W JACKSON BLVD ,08/08/2017,0
CARRAZCO MARKETS LLC,4001 W OGDEN ,06/22/2010,2
SANCHEZ TACOS,4001 W OGDEN ,06/18/2010,0
RIBS  R  US,4001 W WASHINGTON BLVD ,11/06/2013,2
U&ME,4001 W WASHINGTON BLVD ,09/09/2010,0
SOUTHPORT AND IRVING,4002-04 N SOUTHPORT AVE FL ,12/21/2012,0
Poncitlan Jalisco No. 2,4003 W ARMITAGE AVE ,04/18/2014,1
GREEN FOOD MART,4003 W FULLERTON AVE ,11/29/2012,0
GREEN FOOD MART,4003 W FULLERTON AVE ,11/29/2012,0
GREEN FOOD MART,4003 W FULLERTON AVE ,11/29/2012,0
GREEN FOOD MART,4003 W FULLERTON AVE ,10/04/2011,1
DELEECE,4004 N SOUTHPORT AVE ,07/07/2010,3
Dato's Cuisine,4004 W ADDISON ST ,04/14/2011,3
Chili Pepper Mexican Grill,4004 W ADDISON ST ,07/26/2010,1
LITTLE BRUDDERS,4004 W ADDISON ST ,12/13/2010,0
LITTLE BRUDDERS,4004 W ADDISON ST ,07/06/2010,0
LINCOLN RESTAURANT,4008-4012 N LINCOLN AVE ,04/26/2012,2
SMALLS,4009 N ALBANY AVE ,02/01/2013,4
HOMAGE STREET FOOD,4009 N ALBANY AVE ,10/19/2011,2
YOUR KITCHEN,4009 N ALBANY AVE ,02/05/2010,1
CODY'S  ON  ALBANY,4009 N ALBANY AVE BLDG ,04/05/2010,1
RIVIERA MAYA,4009 N ELSTON AVE ,05/30/2012,4
LATIN SANDWICHES CAFE,4009 N ELSTON AVE ,05/30/2012,0
A TO Z THINGS,4009 N KEDZIE AVE ,07/11/2011,2
A TO Z THINGS,4009 N KEDZIE AVE ,07/11/2011,0
GIGI'S PIZZA,4009 W LAWRENCE AVE ,12/19/2011,2
GIGI'S PIZZA,4009 W LAWRENCE AVE ,12/19/2011,0
VINIS OF UPTOWN,4009 W LAWRENCE AVE ,05/19/2010,1
ML KING MINI MART,401 E 69TH ST ,01/10/2011,4
SISTERS FOOD BASKET,401 E 75TH ST ,07/22/2013,2
FOX & OBEL,401 E ILLINOIS ST ,06/10/2014,0
ANNA SUSHI CORPORATION,401 E ILLINOIS ST ,07/17/2013,1
Fox & Obel Food Market,401 E ILLINOIS ST ,07/23/2010,0
SUSHI,401 E ILLINOIS ST ,07/16/2010,0
LOCAL ROOT,401 E ONTARIO ST ,08/25/2015,1
STARBUCKS COFFEE #216,401 E ONTARIO ST ,09/04/2013,2
IN & OUT FOOD MART,401 N LARAMIE AVE ,05/03/2013,0
JEWELL EVENTS CATERING,401 N MICHIGAN AVE ,09/29/2015,1
"FFT401, LLC",401 N MICHIGAN AVE ,05/30/2014,1
KARAD DRUG CO INC #8,401 N MICHIGAN AVE ,08/29/2013,1
VAN BUREN MARKET,401 S CICERO AVE ,11/27/2013,3
TOFI FOOD MARKET INC,401 S CICERO AVE ,12/04/2013,0
KEY FOOD CHICAGO,401 S CICERO AVE ,12/13/2011,2
LIBERTY COFFEE AND TEA,401 S LA SALLE ST ,11/01/2010,0
SYMMETRY CENTER LLC,401 W ONTARIO ST ,12/30/2013,3
KYOTO LINCOLN PARK RESTAURANT,401-403 W FULLERTON PKWY ,02/11/2016,1
VIAGGIO AT THE PARK,401-403 W FULLERTON PKWY ,09/18/2014,1
BLACK IRON TAVERN,401-409 N MILWAUKEE AVE ,03/17/2017,1
THE POINT,401-409 N MILWAUKEE AVE ,07/18/2014,1
HONEY BEAR NURSERY & KINDERGAR,401-419 W 95TH ST ,01/24/2012,3
LA GUERA RESTAURANT INC.,4011 W ARMITAGE AVE ,10/24/2013,1
SULKO'S RESTURANT,4011 W ARMITAGE AVE ,12/05/2013,0
LA FOGATA VERACRUZANA INC,4014 W 26TH ST ,02/14/2012,1
K & S PHARMACY INC.,4017 W 63RD ST ,06/30/2014,0
MADISON GROCERY & BEAUTY SUPPLY,4017 W MADISON ST ,07/16/2015,0
PAPA C'S,4017 W MADISON ST ,12/02/2011,0
KAWALI AT KALDERO,4018 N WESTERN AVE ,07/25/2011,0
THE NOMAD FOOD COMPANY LLC,4019 N DAMEN AVE ,10/22/2015,1
JOHNNY CASSEROLE,4019 N DAMEN AVE ,07/15/2013,2
ESPRESSO THY ART,4019 N DAMEN AVE ,04/12/2012,1
"BROWN BAG LUNCH TRUCK, LLC",4019 N DAMEN AVE ,04/12/2012,0
"Brown Bag Lunch Truck, LLC",4019 N DAMEN AVE ,09/01/2010,2
LINCOLN AVE SUBWAY,4019 N LINCOLN AVE ,03/19/2013,2
JOYFUL NOISE CHRISTIAN DAYCARE,4022-4024 W ARMITAGE AVE ,10/25/2011,5
SKADARLIJA RESTAURANT INC,4024 N KEDZIE AVE ,02/04/2013,0
WEST SIDE SHOP & SAVE,4024 W 16TH ST ,11/18/2014,1
MILKY WAY FOOD.INC.,4024 W 16TH ST ,11/10/2014,0
"Uptown Grocery, Inc.",4024 W Madison ST ,10/11/2013,2
HOOKS FISH AND CHICKEN,4024 W ROOSEVELT RD ,07/19/2010,1
GRANT DAY CARE INC,4025 S DREXEL BLVD ,10/28/2010,2
MERCY'S TOBACCO,4025 W ARMITAGE AVE ,10/20/2010,3
KEYSTONE TOBACCO CORNER,4025 W ARMITAGE AVE ,10/15/2010,0
Eurest Dining Services @ CCH,4025 W PETERSON AVE ,05/30/2013,3
KING FORTUNE RESTAURNT,4027 W IRVING PARK RD ,07/12/2010,3
GORDITAS SALAZAR,4033 S KEDZIE AVE ,09/17/2013,1
CHOLIES PIZZA,4033 S KEDZIE AVE ,03/10/2011,2
Subway,4034 N NARRAGANSETT AVE ,11/18/2011,6
COFFEE BEAN CAFE CO.,4036 N NARRAGANSETT ,10/16/2014,2
Toppers Pizza,4036 N NARRAGANSETT ,12/16/2011,2
CORNER SHOP INC.,4037 W LAWRENCE AVE ,10/04/2010,3
DOMINO'S PIZZA,4039 W 26TH ST ,06/26/2013,3
DOMINO'S PIZZA,4039 W 26TH ST ,06/01/2011,2
ASTORIA COFFEE SHOP,4039 W LAWRENCE AVE ,07/05/2011,4
GATEWAY NEWSTAND,404 N WABASH AVE ,05/19/2016,0
JAN'S DELI TO GO INC,4040 W MONTROSE AVE ,12/05/2011,2
DOLLAR STATION,4041 W NORTH AVE ,12/11/2013,0
CHINA CHEF,4042 N NARRAGANSETT AVE ,12/08/2017,0
BLANCO & NEGRO RESTAURANT,4043 W 26TH ST ,07/10/2014,2
LA QUEBRADITA,4047 W NORTH AVE ,04/10/2014,2
MCDONALD'S,4048 W MADISON ST ,02/05/2013,1
MCDONALD'S,405 N WABASH AVE ,02/28/2011,4
D'CANDELA,4053 N KEDZIE AVE ,08/16/2011,0
LA ROQUETA DE ACAPULCO #2 INC.,4056 S WESTERN AVE ,02/14/2013,1
KEVINS HAMBURGER HAVEN ON WESTERN INC.,4056 S WESTERN AVE ,09/07/2012,1
RESTAURANTE EL HERRADERO,4059 N MILWAUKEE AVE ,05/10/2011,0
HERRADERO RESTAURANT,4059 N MILWAUKEE AVE ,03/08/2011,0
DUNKIN DONUTS,406 S MICHIGAN AVE ,01/21/2016,1
BURGER KING #10366,4060 S PULASKI RD ,08/22/2012,3
VEG HEAD,4064 N LINCOLN AVE ,08/28/2013,1
BLESSING MINI MART,4067 W FIFTH AVE ,06/12/2014,2
JOY MINI MART,4067 W FIFTH AVE ,01/30/2012,1
KARLOV GROCERY,4067 W FIFTH AVE ,01/30/2012,0
"ATM 5TH AVE GROCERY STORE, INC.",4067 W FIFTH AVE ,01/30/2012,0
GAS CITY,4070 N CLARK ST ,09/26/2011,3
SUBWAY #25073,4070 N MILWAUKEE AVE ,10/31/2017,1
PIZZA RIBS & THINGS,408 E 103RD ST ,01/06/2012,1
MICKEY'S  CHICKEN,408 S CLARK ST ,06/07/2017,0
MICKY'S CHICKEN,408 S CLARK ST ,08/29/2011,3
HERON VALLEY JERK CHICKEN,409 E 103RD ST ,02/26/2013,1
BLAZING STEAK & LIMONADE,409 E 103RD ST ,02/26/2013,0
BLAZIN STEAK & LEMONADE,409 E 103RD ST ,08/30/2012,1
Bacci Pizza Dearborn,409-411 S Dearborn ST ,11/16/2012,1
MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,41 E CHESTNUT ST ,12/01/2015,2
WM WRIGLEY JR COMPANY,410 N MICHIGAN AVE ,12/09/2014,0
KRISHNA CANDY STORE,410 N MICHIGAN AVE ,12/09/2014,0
DELI TIME,410 N MICHIGAN AVE ,12/09/2014,0
"LARAMIE FOOD GROUP, INC.",410 S LARAMIE AVE ,01/19/2012,3
IRMA'S GENERAL MERCHANDISE,4100 S ASHLAND AVE ,09/09/2010,0
ENRIQUE CASTILLO,4100 S ASHLAND AVE ,09/09/2010,0
RAYMUNDO MOLINA,4100 S ASHLAND AVE ,04/08/2010,0
TONY'S BEEF & SUB,4100 W MADISON ST ,08/02/2017,0
"STEAK AND HOAGIE , INC",4100 W MADISON ST ,03/25/2016,1
TONY'S ITALIAN BEEF,4100 W MADISON ST ,10/05/2012,1
"HASHISH, INC.",4100 W MADISON ST ,09/15/2010,0
"LAS BONITAS FOOD, INC",4100 W NORTH AVE ,09/13/2010,0
BONITAS FOOD INC.,4100 W NORTH AVE ,09/07/2010,0
EL RODEO SUPER MERCADO,4101 W 47TH ST ,08/05/2016,1
EL RODEO SUPER MERCADO INC.,4101 W 47TH ST ,05/02/2014,2
DAY N NIGHT MART,4101 W 47TH ST ,10/28/2010,4
M. A. M. 4101 FOOD MART,4101 W 47TH ST ,10/20/2010,0
"NUNEZ FONSECA, LLC",4101 W BELMONT AVE ,12/04/2015,1
BIRRERIA & TAQUERIA EL CARMEN,4101 W BELMONT AVE ,11/23/2011,1
Magic Cellular,4101 W North AVE ,10/22/2013,5
CAFE VERSAILLES,4102 N PULASKI RD ,06/26/2017,0
NEW STOP FOOD & TOBACCO,4102 W MADISON ST ,03/28/2014,1
LUCKY MINI MART,4103 N LINCOLN AVE ,11/21/2013,0
HONG KONG CHEF,4104 N SHERIDAN RD ,01/07/2014,0
NEW HONG KONG CHEF INC.,4104 N SHERIDAN RD ,08/15/2013,0
NEW HONG KONG CHEF INC.,4104 N SHERIDAN RD ,10/11/2011,2
LAKE VIEW FOODS INC,4106 N SHERIDAN RD ,07/12/2012,2
ESSENTIAL HEALTHY LIVING INC.,4107 W 47TH ST ,10/10/2012,2
"CEMITAS Y TAQUERIA PUEBLA, INC.",4107 W NORTH AVE ,09/14/2015,1
LA ISLA PEQUENA RESTAURANT,4107 W NORTH AVE ,09/14/2015,0
LA ISLA PEQUENA,4107 W NORTH AVE ,12/08/2015,0
GUYS PIZZA INC.,4107 W NORTH AVE ,12/18/2013,0
La Isla Pequena,4107 W NORTH AVE ,07/12/2013,0
PICO RICO RESTAURANT,4107 W NORTH AVE ,01/24/2012,0
GUYS PIZZA INC.,4107 W NORTH AVE ,01/24/2012,0
"GUY'S PIZZERIA, LLC",4107 W NORTH AVE ,02/09/2012,0
LA CAVANA,4109 W NORTH AVE ,08/05/2016,0
LA CABANA GRILL,4109 W NORTH AVE ,01/05/2016,0
J & J FISH,411 S KEDZIE AVE ,06/01/2011,5
ALCOCK'S INN,411 S WELLS ST ,12/21/2012,1
ALCOCK'S,411 S WELLS ST ,04/19/2011,1
El Paraiso Terrenal 1,4110 W Armitage AVE ,06/15/2012,1
BROWNTROUT,4111 N LINCOLN AVE ,05/07/2014,2
Lili's Bakery,4111 W NORTH AVE ,02/10/2012,2
PANADERIA Y PASTELERIA EL PAN,4111 W NORTH AVE ,06/29/2011,1
