,business_name,address,inspection_date,years_alive
2881,COMMERCIAL FOOD,2124 E 71ST ST ,07/03/2012,0
2882,DREAM DINNERS,2124 W BELMONT AVE ,09/23/2013,1
2883,DREAM DINNERS,2124 W BELMONT AVE ,09/13/2013,0
2884,GIORDANOS PIZZA,2124 W LAWRENCE AVE ,10/19/2012,0
2885,THE CORNER FOOD STORE,2125 W HOWARD ST ,07/13/2015,0
2886,PENNI'S SIAM CHOP SUEY,2126 E 71ST ST ,03/13/2014,0
2887,TAQUERIA LAS ROSITAS EXPRESS GRILL,2126 E 71ST ST ,03/05/2014,0
2888,TAQUERIA CHILE BRAVO,2128 W CERMAK RD ,07/22/2013,0
2889,AYUTLA CORP,2128 W CERMAK RD ,01/04/2012,1
2890,SEATTLE SUTTON'S HEALTHY EATING,2129 N DAMEN AVE ,12/23/2014,0
2891,Seattle Suttons,2129 N DAMEN AVE ,03/25/2013,1
2892,SEATTLE SUTTON'S HEALTHY EATING,2129 N DAMEN AVE ,10/26/2011,2
2893,BOMBAY SPICE GRILL,213 E OHIO ST ,07/15/2013,2
2894,ST. GREGORY EPISCOPAL SCHOOL,2130 S CENTRAL PARK AVE ,05/10/2010,1
2895,"THE NEW THREE HAPPINESS, INC",2130 S WENTWORTH AVE ,09/18/2013,2
2896,LAS TRES CAMPANITAS,2130 W CERMAK RD ,01/07/2010,3
2897,PHOENIX RESTAURANT OF IL.L.L.C,2131 S ARCHER AVE ,11/25/2015,0
2898,SAINT'S ALP TEAHOUSE,2131 S ARCHER AVE ,05/19/2015,0
2899,VICTOR HERBERT ELEMENTARY SCHOOL,2131 W MONROE ST ,04/21/2010,4
2900,CHI BAKERY AND CAFE LLC,2132 S MICHIGAN AVE ,10/21/2010,3
2901,CONGRESS CORPORATION,2135 N MILWAUKEE AVE ,03/07/2013,3
2902,HALSTED HARP,2138 N HALSTED ST ,06/17/2013,3
2903,LAO BEIJING RESTAURANT,2138 S ARCHER AVE ,03/02/2011,4
2904,SHARKS FISH & CHICKEN,2139 S STATE ST ,01/09/2015,0
2905,"QUEENS OF WINGS, HOAGIES & THINGS INC",214 N HOMAN AVE ,03/14/2016,1
2906,FAT DADDY'S GRILL INC.,214 N HOMAN AVE ,01/29/2015,1
2907,WHEELIE NEELIES FASTFOOD,214 N HOMAN AVE ,03/07/2013,1
2908,PHO AND SANDWICH SHOP,214 W VAN BUREN ST ,01/18/2018,0
2909,BANH MI BA GET,214 W VAN BUREN ST ,12/24/2014,2
2910,BANH MI & CO.,214 W VAN BUREN ST ,12/24/2014,0
2911,BANH MI BA GET,214 W VAN BUREN ST ,12/19/2014,0
2912,DANNY'S FRESH MARKET,2140 N WESTERN AVE ,08/21/2012,1
2913,FIRST CHURCH OF LOVE AND FAITH,2140 W 79TH ST ,06/17/2011,1
2914,BA LE SANDWICHES 2,2141 S ARCHER AVE ,09/09/2011,2
2915,BEGINNERS DEPOT CHILD AND FAMILY,2141 W 79TH ST ,04/20/2015,1
2916,HAROLD'S CHICKEN #5,2142 E 71ST ST ,09/02/2011,5
2917,LINKIN HOUSE,2142 N CLYBOURN AVE ,05/09/2014,1
2918,STARFRUIT CAFE,2142 N HALSTED ST ,05/05/2015,0
2919,STARFRUIT CAFE,2142 N HALSTED ST ,04/26/2012,2
2920,NOHEA CAFE,2142 W ROSCOE ST ,03/18/2011,2
2921,ORIGINAL BROASTED CHICKEN,2145 S PULASKI RD ,02/25/2013,0
2922,CHICAGO WINGS,2145 S PULASKI RD ,02/25/2013,0
2923,CHICAGO WINGS,2145 S Pulaski RD ,02/25/2013,1
2924,DOGGIES GEORGE,2147 S CALIFORNIA AVE ,06/16/2014,0
2925,SPICY INC.,2147 S CALIFORNIA AVE ,08/14/2014,0
2926,LOS GAVILANES,2147 S CALIFORNIA AVE ,01/25/2013,1
2927,TAQUERIA OCOTLAN INC.,2147 S CALIFORNIA AVE ,03/21/2011,2
2928,LEE WING WAH,2147 S CHINA PL ,08/23/2012,1
2929,CHUCHI'S PIZZA,2147 S PULASKI RD ,06/12/2012,2
2930,GRECIA'S PIZZA,2147 S PULASKI RD ,10/25/2011,1
2931,"FRANCO'S PIZZA PLACE, INC.",2147 S PULASKI RD ,10/06/2010,0
2932,WAGNER'S BAKERY,2148 W CERMAK RD ,06/23/2010,3
2933,SACCOBRUNO,2149-2157 W ARMITAGE AVE ,07/26/2011,2
2934,mEAT ON CHESTNUT,215 E CHESTNUT ST ,07/24/2014,2
2935,MARY'S CAFE,215 E GRAND AVE ,07/16/2013,1
2936,NEW LINE /WAFEL,215 N CLINTON ST ,11/09/2016,0
2937,PRAIRIE FIRE,215 N CLINTON ST ,10/12/2012,0
2938,PRAIRIE FIRE,215 N CLINTON ST ,10/27/2010,2
2939,"KIDS COUNT TOO DAYCARE , PRESCHOOL",215 W 95TH ST ,07/22/2011,0
2940,DUNKIN DONUTS,215 W LAKE ST ,10/14/2014,3
2941,DINOTTO RISTORANTE,215 W NORTH AVE ,04/21/2011,4
2942,"DISCOVERY ACADEMY, INC",215-217 W 95TH ST ,03/06/2014,0
2943,BRIDGEPORT SHELL,215-225 W 31ST ST ,05/08/2012,2
2944,"LINCOLN PARK PRESCHOOL & KINDERGARTEN,INC",2150 N LINCOLN PARK WEST ,08/07/2014,2
2945,MARI'S PIZZA,2150 N PULASKI RD ,09/20/2012,1
2946,JUAREZ (H/S),2150 S Laflin  (1500W) ,06/21/2012,1
2947,LAS TRES CAMPINITAS,2150 W CERMAK RD ,05/21/2010,4
2948,DEVON N LEAVITT MART,2150 W DEVON AVE ,04/22/2013,4
2949,MISKA'S LIQUOR & DELI,2150-58 W BELMONT AVE BLDG ,12/16/2010,2
2950,FONTANO'S SUBS,2151 W 95TH ST ,07/02/2015,0
2951,THE NURTURE NOOK,2151 W ARMITAGE AVE ,04/13/2011,5
2952,SALUD ES VIDA,2151 W CERMAK RD ,08/21/2014,2
2953,SAVE-A-LOT  #855,2151 W DEVON AVE ,12/22/2014,0
2954,SAVE-A-LOT  #855,2151 W DEVON AVE ,12/22/2014,0
2955,TORTERIA LAS FUTBOLERAS,2152 W CERMAK RD ,06/25/2012,2
2956,COMPASS GROUP,2153 W 111TH ST ,03/02/2011,1
2957,"ZOOM PIZZA FACTORY, INC.",2156 N CLYBOURN AVE ,08/16/2016,1
2958,"ZOOM PIZZA FACTORY, INC.",2156 N CLYBOURN AVE ,10/27/2015,1
2959,WING CHAN,2157 S CHINA PL ,08/16/2013,1
2960,LOS ALAMOS TAQUERIA,2157 S DAMEN AVE ,02/21/2012,0
2961,"SAINT ANNA BAKERY, INC",2158 S ARCHER AVE ,01/20/2010,3
2962,SUPERMERCADO GONZALEZ,2158 W 21ST PL ,10/15/2010,0
2963,SUPERMERCADO GONZALEZ,2158 W 21ST PL ,10/15/2010,0
2964,SAN JOSE GROCERY INC.,2158 W 21ST PL ,10/15/2010,0
2965,"VALENTINA FOOD TRUCKS, LLC",2159 W CHICAGO AVE ,06/13/2011,2
2966,KAM FUNG RESTAURANT,216 W 22ND PL ,11/25/2011,2
2967,7-ELEVEN #33705,216 W JACKSON BLVD ,01/09/2015,0
2968,MAC KELLY'S,216 W JACKSON BLVD ,04/07/2015,0
2969,TOWER MARKET AND GRILL,216 W JACKSON BLVD ,09/24/2014,1
2970,SILK ROAD JACKSON CORPORATION,216 W JACKSON BLVD ,01/20/2011,1
2971,South Shore Pantry,2160 E 71st ST ,01/17/2014,2
2972,"SIBONEY CAFETERIA,INC.",2161 N WESTERN AVE ,01/28/2011,2
2973,PURA BELLEZA COFFEE CO.,2161 N WESTERN AVE ,01/20/2011,0
2974,SHUI WAH CHINESE CUISINE,2162 S ARCHER AVE ,12/19/2011,2
2975,MINGHIN CUISINE,2162-2170 S ARCHER AVE ,10/22/2015,0
2976,LAO SHANGHAI RESTAURANT,2163 S CHINA PL ,05/04/2017,0
2977,LAO SHANGHAI RESTAURANT,2163 S CHINA PL ,12/28/2015,1
2978,LAO SHANGHAI RESTAURANT,2163 S CHINA PL ,01/19/2010,5
2979,NEW HAPPY CHEF,2164-66 S ARCHER AVE ,04/14/2010,3
2980,MINGHIN  CUISINE,2168-2170 S ARCHER AVE ,02/16/2012,0
2981,MINGHIN  CUISINE,2168-2170 S ARCHER AVE ,01/24/2011,1
2982,TRATTORIA ISABELLA,217 N JEFFERSON ST ,03/30/2015,1
2983,OAK + CHAR,217 W HURON ST ,08/22/2014,2
2984,GRAHAM ELLIOT,217 W HURON ST ,10/02/2014,0
2985,SERAI,2171 N MILWAUKEE AVE ,07/14/2016,0
2986,RICE & NOODLES,2171 N MILWAUKEE AVE ,07/29/2015,1
2987,BLUE SPROUT,2171 N MILWAUKEE AVE ,08/18/2015,0
2988,ACCANTO,2171 N MILWAUKEE AVE ,01/19/2012,0
2989,ACCANTO,2171 N MILWAUKEE AVE ,01/06/2012,0
2990,NATIVE FOODS CAFE,218 S CLARK ST ,04/25/2017,0
2991,NATIVE FOODS CAFE,218 S CLARK ST ,07/22/2013,1
2992,7 ELEVEN #33508,2181 N CLYBOURN ,12/02/2010,0
2993,ALWAYS OPEN,2181 N CLYBOURN AVE ,08/12/2010,0
2994,COLD STONE CREAMERY,2187 N CLYBOURN AVE ,01/04/2013,0
2995,CHICAGO STEAK HOUSE,219 E 47TH ST ,01/19/2012,3
2996,CHICAGO STEAK HOUSE,219 E 47TH ST ,02/22/2011,1
2997,MARKET CREATIONS,219 S DEARBORN ST ,06/17/2014,1
2998,GSA DIRKSEN BUILDING,219 S DEARBORN ST ,06/17/2014,0
2999,TSAGANOS INC,219 S DEARBORN ST ,06/17/2014,0
3000,DELI 219,219 S DEARBORN ST ,05/14/2014,0
3001,GATEWAY NEWSTAND & CIGAR STORE,219 S DEARBORN ST ,08/29/2013,1
3002,SUBWAY,219 W JACKSON BLVD ,12/07/2015,0
3003,DISNEI LEARNING ACADEMY,22 E 63RD ST ,07/23/2012,1
3004,ASADO COFFEE ROASTERS,22 E JACKSON BLVD ,09/05/2017,0
3005,BACCI PIZZA,22 E ROOSEVELT RD ,07/02/2015,0
3006,BUTTERFIELD KITCHEN,22 E ROOSEVELT RD ,04/04/2014,0
3007,GOOD STUFF EATERY,22 S WABASH AVE ,02/07/2017,0
3008,LO CAL CORNER,22 W MAPLE ST ,01/24/2012,2
3009,REV BURGER,22 W OHIO ST ,07/08/2014,1
3010,BIG DADDY FOOD & DELI,22-24 S KOSTNER AVE ,12/24/2012,2
3011,THREE BROTHERS FOOD MART #2,220 N HOMAN AVE ,09/26/2016,1
3012,REME FOOD INC.,220 N HOMAN AVE ,06/09/2014,2
3013,A & Y YASIN INC,220 N HOMAN AVE ,03/17/2010,2
3014,DRAGON BOWL,220 W 31ST ST ,01/27/2016,1
3015,ROYAL KITCHEN,220 W 31ST ST ,06/30/2010,2
3016,CHINESE ROYAL KITCHEN,220 W 31ST ST ,07/07/2010,0
3017,SIMPLY CONVENIENT,2200 E 73RD ST ,06/12/2017,0
3018,73RD PAXTON FOOD MART,2200 E 73RD ST ,10/14/2011,4
3019,JAMAICAN TROPICAL CUISINE,2200 E 79TH ST ,12/29/2015,1
3020,THE GREEN DOLPHIN,2200 N ASHLAND AVE ,01/13/2010,0
3021,COSI,2200 N CLARK ST ,03/28/2013,1
3022,KARLOV FOOD MART,2200 N KARLOV AVE ,12/18/2014,0
3023,"GORDO'S MARKET, INC.",2200 N KARLOV AVE ,12/17/2014,0
3024,Butera Restaurant,2200 N LINCOLN AVE ,12/04/2013,0
3025,DAIRY QUEEN/ORANGE JULIUS,2200 N LINCOLN AVE ,07/28/2011,2
3026,DADDY COOL'S,2200 N MILWAUKEE AVE ,09/24/2013,1
3027,C-STORE,2200 W DEVON AVE ,07/17/2013,2
3028,7-ELEVEN #26210J,2200 W DEVON AVE ,07/22/2011,2
3029,7-ELEVEN #26210J,2200 W DEVON AVE ,10/21/2010,1
3030,"CHICAGO ALE HOUSE, RAW BAR & GRILL",2200 W LAWRENCE AVE ,12/08/2015,0
3031,BANDO RESTAURANT INC,2200 W LAWRENCE AVE ,12/08/2015,0
3032,PANCHO III CORPORATION,2200-2202 N CALIFORNIA AVE ,10/27/2014,0
3033,FLOUNDER,2201 N CLYBOURN AVE ,10/21/2011,2
3034,NO PLACE LIKE SNARF'S LLC,2201 N LINCOLN AVE ,08/07/2014,3
3035,7-ELEVEN,2201 N LINCOLN AVE ,12/04/2012,1
3036,RICE CAFE,2203 N CLYBOURN AVE ,03/31/2016,1
3037,MASADA,2204-2206 N CALIFORNIA AVE ,10/16/2015,1
3038,CHICAGO FRIENDS SCHOOL,2205 W BELMONT AVE ,10/22/2010,1
3039,APART PIZZA COMPANY CHICAGO,2205 W MONTROSE AVE ,08/29/2013,3
3040,"APART, INC.",2205 W MONTROSE AVE ,08/28/2012,0
3041,MORE HEAD UNLIMITED  INC.,2207 N CLYBOURN AVE ,09/12/2011,2
3042,CAFE MUSIC MARSEI,2207 W MONTROSE AVE ,08/28/2012,0
3043,DREW'S EATERY,2207 W MONTROSE AVE ,08/28/2012,0
3044,ROYAL THAI CUISINE,2209 W MONTROSE AVE ,09/07/2011,1
3045,INDIANA GROCERS,221 E 31ST ST ,08/16/2012,3
3046,INDIANA GROCERS,221 E 31ST ST ,07/22/2011,1
3047,Overton,221 E 49th St (4900S) ,01/31/2013,1
3048,SAJA FOODS,221 E 58TH ST ,10/23/2013,0
3049,ALLEY'S FOOD,221 E 58TH ST ,10/23/2013,0
3050,Fathis Dollar Store,221 E 58th ST ,06/10/2010,3
3051,THE GREENVILLE TAVERN,2210 W CHICAGO AVE ,10/29/2013,1
3052,MAXS ORGANIC PLANET,2210 W CHICAGO AVE ,10/29/2013,0
3053,CLASSIC FARE CATERING,2210 W CHICAGO AVE ,10/29/2013,0
3054,CO-OP SAUCE LLC.,2210 W CHICAGO AVE ,10/29/2013,0
3055,CO-OP SAUCE LLC.,2210 W CHICAGO AVE ,11/29/2012,1
3056,FILIPPO'S,2211 N CLYBOURN AVE ,08/05/2016,0
3057,AMERICANO 2211,2211 W NORTH AVE ,03/23/2016,1
3058,BIRCHWOOD KITCHEN,2211 W NORTH AVE ,03/23/2016,0
3059,EL PUEBLO #1,2212 W DEVON AVE ,05/15/2012,1
3060,TAQUERIA EL PUEBLO,2212 W DEVON AVE ,11/04/2011,1
3061,TAQUERIA EL PUEBLO,2212 W DEVON AVE ,04/04/2011,0
3062,THE GREEN BEAN DAY SCHOOL & NURSERY,2214-2220 N ELSTON AVE ,10/20/2011,3
3063,MIH ADMIN SERVICES LLC/DBA 521045,2215 N WASHTENAW AVE ,11/30/2015,1
3064,KENTUCKY FRIED CHICKEN 521045,2215 N WASHTENAW AVE ,01/11/2013,2
3065,MAXIM'S BAKERY,2215 S WENTWORTH AVE ,12/26/2012,0
3066,YU XIANG GOURMET,2215 S WENTWORTH AVE ,11/21/2011,1
3067,PICANTE DRIED PEPPERS INC,2215 W 47TH ST ,11/16/2010,0
3068,EDZO'S BURGER SHOP,2218 N LINCOLN AVE ,05/11/2015,0
3069,RODITYS RESTAURANT,222 S HALSTED ST ,12/19/2017,0
3070,CORNER BAKERY CAFE,222 S RIVERSIDE PLZ ,12/11/2015,2
3071,EASTERN LOBBY SHOP #4051,222 S RIVERSIDE PLZ ,12/11/2015,0
3072,EASTERN LOBBY SHOPS # 4032,222 S RIVERSIDE PLZ ,12/11/2015,0
3073,EASTERN LOBBY SHOP #4031,222 S RIVERSIDE PLZ ,10/28/2014,1
3074,CARIBOU COFFEE  #1251,222 S RIVERSIDE PLZ ,11/18/2011,3
3075,JAMBA JUICE  #576,222 W MERCHANDISE MART PLZ ,10/25/2016,0
3076,Garrett Popcorn Shops,222 W MERCHANDISE MART PLZ ,12/15/2016,0
3077,INTELLIGENTSIA COFFEE & TEA,222 W MERCHANDISE MART PLZ ,11/30/2015,1
3078,INTELLIGENTSIA COFFEE & TEA,222 W MERCHANDISE MART PLZ ,11/23/2015,0
3079,ROCKETS ALL AMERICAN,222 W MERCHANDISE MART PLZ ,12/08/2015,0
3080,MRS. FIELDS COOKIES,222 W MERCHANDISE MART PLZ ,01/29/2014,1
3081,FOODSTUFFS GOURMET SAUSAGES & SALADS,222 W MERCHANDISE MART PLZ ,09/12/2014,0
3082,TOKYO LUNCH BOX,222 W MERCHANDISE MART PLZ ,10/01/2014,0
3083,JAMBA JUICE,222 W MERCHANDISE MART PLZ ,01/14/2013,1
3084,AU BON PAIN,222 W MERCHANDISE MART PLZ ,05/13/2013,0
3085,JILL PRESCOTT CULINARY SCHOOL,222 W MERCHANDISE MART PLZ ,12/03/2013,0
3086,DUNPHY'S BAR & GRILL,222 W MERCHANDISE MART PLZ ,08/01/2013,0
3087,CHICAGO PITA,222 W MERCHANDISE MART PLZ ,02/21/2012,1
3088,LAI LAI ORIENTAL EXPRESS,222 W MERCHANDISE MART PLZ ,06/20/2012,0
3089,JAMBA JUICE COMPANY COMPANY,222 W MERCHANDISE MART PLZ ,04/17/2012,0
3090,QUIZNOS,222 W MERCHANDISE MART PLZ ,04/17/2012,0
3091,QUIZNOS SUB,222 W MERCHANDISE MART PLZ ,12/12/2012,0
3092,Habanero,222 W MERCHANDISE MART PLZ ,01/06/2012,0
3093,AQUITAINE,2221 N LINCOLN AVE ,02/22/2018,0
3094,IGNACEJAN PADEREWSKI SCHOOL,2221 S Lawndale AVE ,03/10/2011,3
3095,THE GODDESS LINCOLN PARK,2222 N ELSTON AVE ,09/22/2014,1
3096,OK RESTAURANTS,2222-2224 S ARCHER AVE ,08/28/2014,0
3097,KING WAH RESTAURANT,2223 S WENTWORTH AVE ,04/27/2011,6
3098,Treats Frozen Desserts,2224 N CLARK ST ,12/04/2013,0
3099,TREATS FROZEN DESSERTS,2224 N CLARK ST ,06/28/2010,3
3100,SAM & MAZ INC,2226 E 79TH ST ,09/20/2013,0
3101,SAMBA FOOD INC.,2226 E 79TH ST ,09/20/2013,0
3102,LA CONDESA RESTAURANTS,2226-2230 S ASHLAND AVE ,09/23/2011,0
3103,VANILLE PATTISSERIE,2229 N CLYBOURN AVE ,03/14/2012,2
3104,VANILLE,2229 N CLYBOURN AVE ,12/15/2011,1
3105,HONEY DESSERT OF CHICAGO,2229 S WENTWORTH AVE ,02/22/2016,1
3106,WAN SHI DA BAKERY & CAFE,2229 S WENTWORTH AVE ,09/18/2014,2
3107,MIXED GREEN,223 W LAKE ST ,08/26/2014,1
3108,UNDER THE EL,223 W LAKE ST ,11/04/2011,3
3109,GIORDANO'S ON JACKSON,223-225 W JACKSON BLVD ,07/31/2012,3
3110,GIORDANO'S ON JACKSON,223-225 W JACKSON BLVD ,07/31/2012,0
3111,BIRRIERIA ESTILO JALISCO,2230 N WESTERN AVE ,01/18/2013,2
3112,RT LLC,2230 N WESTERN AVE ,02/10/2012,1
3113,EASTER SEALS METROPOLITAN CHICAGO,2230 S FEDERAL ST ,04/14/2011,2
3114,LAO HUNAN CHINESE RESTAURANT,2230 S WENTWORTH AVE ,03/13/2015,0
3115,NO. 1 TASTE OF ASIA,2230 S WENTWORTH AVE ,10/17/2013,0
3116,FRITZ,2231 N LINCOLN AVE ,08/21/2015,1
3117,DOMINO'S PIZZA,2231 N LINCOLN AVE ,08/29/2011,2
3118,BOOCZKO INC,2231 N LINCOLN AVE ,09/09/2011,0
3119,JIMMY JOHNS SANDWICHES,2231 N LINCOLN AVE ,09/06/2011,0
3120,LUSH WINE & SPIRITS,2232 W ROSCOE ST ,09/16/2016,0
3121,GIVE ME SOME SUGAH,2232-2234 E 71ST ST ,04/24/2014,3
3122,THE UPTOWNER CAFE,2233 N LINCOLN AVE ,09/09/2013,0
3123,TUT,2233 N LINCOLN AVE ,07/25/2012,1
3124,PERKS,2233 S DR MARTIN LUTHER KING JR DR ,06/06/2013,0
3125,THAI EATERY,2234 N WESTERN AVE ,07/11/2011,2
3126,CHICAGO INTERNATIONAL CHARTER SCHOOL BUCKTOWN,2235 N HAMILTON AVE ,05/25/2012,5
3127,SUBLIME SUSHI,2235 N LINCOLN AVE ,09/09/2013,4
3128,ROLY  POLY,2235 N LINCOLN AVE ,09/09/2013,0
3129,OJO DE AGUA,2235 N WESTERN AVE ,04/30/2010,3
3130,SOUL EXPRESS,2236 E 71ST ST ,09/12/2013,1
3131,SOUL EXPRESS,2236 E 71ST ST ,05/31/2012,1
3132,KINGSTON'S JERK CHICKEN,2237 W 95TH ST ,10/21/2014,1
3133,ADLER SCHOOL INC,2237-2239 W LAWRENCE AVE ,09/14/2012,3
3134,UKRAINIAN CULTURAL CENTER INC.,2237-2247 W CHICAGO AVE ,10/09/2012,1
3135,TWENTY TWO THIRTY NINE,2239 S MICHIGAN AVE ,05/09/2013,0
3136,SISTAH'S,2239 W 95TH ST ,04/19/2010,3
3137,China Grill,224-230 N MICHIGAN AVE ,11/09/2011,1
3138,HONEY 1 BBQ,2241 N WESTERN AVE ,03/10/2015,0
3139,"DAATA, DARBAR & GRILL RESTAURANT ENT.",2241 W DEVON AVE ,11/14/2012,1
3140,LA TRINIDAD,2242 S KEDZIE AVE ,09/29/2014,1
3141,CHIU QUON BAKERY,2242 S WENTWORTH AVE ,01/27/2017,0
3142,FAT LEE GROCERY STORE,2243 S WENTWORTH AVE ,11/24/2014,0
3143,CHICAGO ZABIHA HALAL MEAT MARK,2243 W DEVON AVE ,05/02/2017,0
3144,HALAL CHICAGO MEAT MARKET,2243 W DEVON AVE ,06/16/2010,1
3145,LAWANDO'S FOOD MARKET INC,2244 W DEVON AVE ,08/04/2011,0
3146,DETROIT MARKET AND IMPORTED FOODS INC,2244 W DEVON AVE ,08/03/2011,0
3147,CICS WEST BELDEN CAMPUS,2245 N MCVICKER AVE ,04/21/2014,3
3148,THE SANDWICH WORKS,2245 S STATE ST ,10/23/2014,0
3149,NEW DIAMOND GRILL,2245 W DEVON AVE ,07/14/2015,1
3150,FRESCO SWEETS &SNACKS,2245 W DEVON AVE ,03/07/2014,1
3151,LAZZAT,2245 W IRVING PARK RD ,01/14/2014,2
3152,CAFETERIA MARIANAO,2246 N MILWAUKEE AVE ,07/07/2015,1
3153,"CHICAGO UNION SUB, INC.",2247 E 71ST ST ,08/29/2014,2
3154,SUPER FAST FOOD,2247 E 71ST ST ,06/28/2013,1
3155,SUPER GRILL AND SUB INC.,2247 E 71ST ST ,03/27/2012,1
3156,DING FENG NOODLE,2247 S WENTWORTH AVE ,12/05/2016,1
3157,O'MALLEY'S WEST,2249 N LINCOLN AVE ,11/27/2012,4
3158,CHINESE WOK,225 E 47TH ST ,02/10/2014,3
3159,DRAGON EXPRESS RESTAURANT,225 E 47TH ST ,02/10/2014,0
3160,CHINA WOK,225 E 47TH ST ,10/03/2014,0
3161,NEW CHINA CAFE,225 E 47TH ST ,03/15/2013,0
3162,JAFFA BAGELS,225 N MICHIGAN AVE ,07/27/2012,1
3163,PONTE FRESCO,225 N MICHIGAN AVE ,07/27/2011,1
3164,HOTEL MONACO,225 N WABASH AVE ,12/12/2013,0
3165,HOTEL MONACO,225 N WABASH AVE ,12/12/2013,0
3166,HOTEL MONACO,225 N WABASH AVE ,02/06/2013,0
3167,PHILLIPS 66,225 N WESTERN AVE ,06/05/2015,1
3168,SANDELLA'S/CAPERS,225 S CANAL ST ,01/23/2017,0
3169,AUNTIE ANNIE,225 S CANAL ST ,09/30/2014,2
3170,JAMBA JUICE,225 S CANAL ST ,06/30/2014,0
3171,"HONG'S UNION STATION, INC",225 S CANAL ST ,01/10/2014,0
3172,PIZZA HUT EXPRESS,225 S CANAL ST ,04/09/2014,0
3173,SNUGGERY AT UNION STATION INC,225 S CANAL ST ,10/31/2013,1
3174,MRS. FIELDS COOKIES,225 S CANAL ST ,09/10/2012,1
3175,YEE HEUNG SEAFOOD HOUSE,225 W CERMAK RD ,05/13/2015,1
3176,GIORDANO'S RESTAURANT & PIZZAERIA,225 W JACKSON BLVD ,12/07/2015,0
3177,TREAT AMERICA FOOD SERVICES,225 W RANDOLPH ST ,03/27/2014,2
3178,ARAMARK @ AMERITECH,225 W RANDOLPH ST ,12/13/2013,1
3179,225 CAFE,225 W WASHINGTON ST ,12/07/2015,0
3180,COLORS FOR TOTS DAYCARE,2250 E 73RD ST ,03/17/2011,0
3181,CAFE BOLERO,2252 N WESTERN AVE ,01/18/2013,1
3182,CAFE BOLERO,2252 N WESTERN AVE ,07/26/2011,2
3183,SOUL FOOD TO GO,2253 W TAYLOR ST ,05/16/2013,1
3184,CHICKIES ON TAYLOR,2253 W TAYLOR ST ,08/02/2011,1
3185,COLORS FOR TOTS DAYCARE CENTER,2253-57 E 71ST ST ,06/24/2010,6
3186,GOT PIZZA BUCKTOWN,2255 W NORTH AVE ,06/07/2011,0
3187,TAYLOR ST KITCHEN,2255 W TAYLOR ST ,08/23/2013,1
3188,EL COYOTE MEXICAN GRILL,2255 W TAYLOR ST ,08/23/2013,0
3189,CHAVEZ LOUNGE & RESTAURANT,2255 W TAYLOR ST ,09/20/2012,0
3190,Ta koz,2255 W TAYLOR ST ,09/20/2012,0
3191,"WINDY CITY, INN",2255-2257 W IRVING PARK RD ,09/23/2014,2
3192,SUSHI PARA TOO,2256 N CLARK ST ,01/23/2012,2
3193,COOK AU VIN,2256 N ELSTON AVE ,05/23/2014,0
3194,SMART NUTRITION,2256 W CERMAK RD ,08/05/2016,1
3195,THE LAZY PARROT,2257 W NORTH AVE ,08/06/2012,1
3196,YUCA  CAFE,2257 W NORTH AVE ,03/03/2011,1
3197,PANNENKOEKEN  CAFE2,2257 W NORTH AVE ,12/01/2010,1
3198,AL'S  FOOD & DELI,2257 W TAYLOR ST ,04/15/2013,3
3199,BRK FOOD AND DELI,2257 W TAYLOR ST ,04/15/2013,0
3200,INDIAN GRILL,2258 N CLARK ST ,09/20/2013,1
3201,SKI DOG,2258 W CHICAGO AVE ,01/26/2012,0
3202,SUPERMERCADO EL PRIMO,2259 N LOREL AVE ,12/27/2012,1
3203,EL AGUILA GROCERY,2259 N LOREL AVE ,12/27/2012,0
3204,Grape Street & Vine,226 E ONTARIO ST ,12/13/2011,2
3205,BAR LOUIE,226 W CHICAGO AVE ,05/19/2011,1
3206,FRESCO SWEETS & SNACKS INC.,2262 W DEVON AVE ,01/20/2017,0
3207,KABUL HOUSE EXPRESS,2262 W DEVON AVE ,09/11/2013,2
3208,DEVON B-B-Q & GRILL,2262 W DEVON AVE ,01/19/2012,1
3209,BAR. B. QUE TONIGHT,2262 W DEVON AVE ,01/18/2012,0
3210,TIKKA INN,2262 W DEVON AVE ,08/26/2011,1
3211,PRETTY DONKEY COFFEE,2263 E 95TH ST ,01/27/2014,2
3212,KOOKABURRA PLAY CAFE,2267 N CLYBOURN AVE ,10/28/2013,3
3213,PEI WEI ASIAN MARKET,227 E ONTARIO ST ,01/23/2015,1
3214,Eurest Dining Services @ Credit Suisse Chicago,227 W MONROE ST ,08/09/2012,1
3215,BON APPETIT AT AT&T,227 W MONROE ST ,08/12/2010,2
3216,FAT SANDWICH,2273 N LINCOLN AVE ,11/12/2015,1
3217,PAPA D'S,2273 N LINCOLN AVE ,11/09/2015,0
3218,STONE WALL GRILL,2273 N LINCOLN AVE ,02/25/2011,0
3219,RED ROCKETT,2273 N LINCOLN AVE ,02/25/2011,0
3220,Z'S FISH & SHRIMP,2273 N LINCOLN AVE ,02/25/2011,0
3221,ALADDIN FALAFEL HOUSE,2273 N LINCOLN AVE ,02/14/2011,0
3222,UNION PARK LOUNGE,228 S RACINE AVE ,09/10/2014,1
3223,"AMERICAN KIDZ ACADEMY,LLC-W",229 S PEORIA ST ,09/29/2011,4
3224,JACKSON FISH & CHICKEN,229 S WESTERN AVE ,12/20/2013,2
3225,JACKSON FISH & CHICKEN,229 S WESTERN AVE ,03/12/2013,0
